Accn	Pfam	Pfam_desc	CDD	CDD_desc	InterPro	InterPro_desc	GO	KEGG	EC	TIGRFAM	TIGRFAM_desc	HAMAP	HAMAP_desc	CAZy	KoFamScan
k141_212_1_867_+	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family			IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase	-								
k141_21265_1_122_+															
k141_21265_146_1457_-	PF05154	TM2 domain			IPR007829	TM2 domain	-								
k141_21265_1511_1923_+															
k141_2128_1_542_-	PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases			IPR000878;IPR012818	Tetrapyrrole methylase;Precorrin-6Y methyltransferase	GO:0008168;GO:0008276;GO:0009236			TIGR02467	CbiE: precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit				
k141_2128_544_1484_-	PF01888	CbiD			IPR002748	Cobalt-precorrin-5B C(1)-methyltransferase CbiD	GO:0008168;GO:0009236			TIGR00312	cbiD: cobalamin biosynthesis protein CbiD	MF_00787	Cobalt-precorrin-5B C(1)-methyltransferase [cbiD].		K02188
k141_212_873_1070_+	PF03721	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain			IPR001732	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	GO:0016616;GO:0051287								
k141_21394_145_1765_+	PF03553	Na+/H+ antiporter family			IPR018461	Na+/H+ antiporter, NhaC-like, C-terminal	GO:0016020								K18218
k141_21394_1_67_+															
k141_21394_1798_3150_+	PF00206;PF14698	Lyase;Argininosuccinate lyase C-terminal			IPR009049;IPR022761;IPR029419	Argininosuccinate lyase;Fumarate lyase, N-terminal;Argininosuccinate lyase, C-terminal	GO:0004056;GO:0042450;-			TIGR00838	argH: argininosuccinate lyase	MF_00006	Argininosuccinate lyase [argH].		K01755
k141_21394_3170_4479_-	PF07992;PF18267	Pyridine nucleotide-disulphide oxidoreductase;Rubredoxin NAD+ reductase C-terminal domain			IPR023753;IPR041575	FAD/NAD(P)-binding domain;NADH-rubredoxin oxidoreductase, C-terminal	GO:0016491;-								
k141_21394_4538_4696_-	PF00301	Rubredoxin			IPR024935	Rubredoxin domain	GO:0005506								
k141_21394_5010_6555_+	PF01548;PF02371	Transposase;Transposase IS116/IS110/IS902 family			IPR002525;IPR003346	Transposase, IS111A/IS1328/IS1533, N-terminal;Transposase, IS116/IS110/IS902	GO:0003677;GO:0004803;GO:0006313								K07486
k141_21394_6678_7013_-															
k141_21394_7288_8388_-	PF01820;PF07478	D-ala D-ala ligase N-terminus;D-ala D-ala ligase C-terminus			IPR005905;IPR011127;IPR011095	D-alanine--D-alanine ligase;D-alanine--D-alanine ligase, N-terminal domain;D-alanine--D-alanine ligase, C-terminal	GO:0005524;GO:0005737;GO:0008716;-			TIGR01205	D_ala_D_alaTIGR: D-alanine--D-alanine ligase	MF_00047	D-alanine--D-alanine ligase [ddl].		K01921
k141_21430_129_1255_+	PF00665	Integrase core domain			IPR001584	Integrase, catalytic core	GO:0015074								K07497
k141_2143_12109_16157_+	PF00488;PF00919;PF01624;PF01938;PF04055;PF05188;PF05190;PF05192	MutS domain V;Uncharacterized protein family UPF0004;MutS domain I;TRAM domain;Radical SAM superfamily;MutS domain II;MutS family domain IV;MutS domain III			IPR005748;IPR006463;IPR000432;IPR013848;IPR007695;IPR002792;IPR007197;IPR007860;IPR007861;IPR007696;IPR005839;-	DNA mismatch repair protein MutS;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase MiaB;DNA mismatch repair protein MutS, C-terminal;Methylthiotransferase, N-terminal;DNA mismatch repair protein MutS-like, N-terminal;TRAM domain;Radical SAM;DNA mismatch repair protein MutS, connector domain;DNA mismatch repair protein MutS, clamp;DNA mismatch repair protein MutS, core;Methylthiotransferase;-	GO:0005524;GO:0006298;GO:0030983;GO:0006400;GO:0016740;GO:0051539;GO:0035596;-;GO:0003824;GO:0051536			TIGR00089;TIGR01070;TIGR01574	TIGR00089: radical SAM methylthiotransferase, MiaB/RimO family;mutS1: DNA mismatch repair protein MutS;miaB-methiolase: tRNA-i(6)A37 thiotransferase enzyme MiaB	MF_00096;MF_01864	DNA mismatch repair protein MutS [mutS].;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase [miaB].		K03555;K06168
k141_2143_16159_19061_+	PF01119;PF01715;PF08676;PF13589	DNA mismatch repair protein, C-terminal domain;IPP transferase;MutL C terminal dimerisation domain;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase			IPR020667;IPR018022;IPR013507;-;IPR014790;IPR002099	DNA mismatch repair protein, MutL;IPP transferase;DNA mismatch repair protein,  S5 domain 2-like;-;MutL, C-terminal, dimerisation;DNA mismatch repair protein family, N-terminal	GO:0006298;GO:0008033;GO:0005524;GO:0030983			TIGR00174;TIGR00585	miaA: tRNA dimethylallyltransferase;mutl: DNA mismatch repair protein MutL	MF_00149;MF_00185	DNA mismatch repair protein MutL [mutL].;tRNA dimethylallyltransferase [miaA].		K03572;K00791
k141_2143_1_80_-															
k141_2143_1906_3441_+	PF01427;PF03734	D-ala-D-ala dipeptidase;L,D-transpeptidase catalytic domain			IPR000755;IPR005490	D-alanyl-D-alanine dipeptidase;L,D-transpeptidase catalytic domain	GO:0006508;GO:0008237;GO:0016805;GO:0016740					MF_01924	D-alanyl-D-alanine dipeptidase [ddpX].		K08641
k141_2143_19136_19496_+	PF17209	Hfq protein			IPR005001	RNA-binding protein Hfq	GO:0003723;GO:0006355			TIGR02383	Hfq: RNA chaperone Hfq	MF_00436	RNA-binding protein Hfq [hfq].		K03666
k141_2143_19536_20510_+	PF00356;PF13377	Bacterial regulatory proteins, lacI family;Periplasmic binding protein-like domain			IPR000843;IPR046335	LacI-type HTH domain;Transcriptional regulator LacI/GalR-like, sensor domain	GO:0003677;GO:0006355;-								
k141_2143_20547_21377_+	PF04962	KduI/IolB family			IPR007045;IPR021120	5-keto 4-deoxyuronate isomerase;KduI/IolB isomerase	GO:0008697;GO:0045490;GO:0016861					MF_00687	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [kduI].		K01815
k141_2143_21409_22170_+	PF13561	Enoyl-(Acyl carrier protein) reductase			-;IPR011286	-;2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	GO:0008678;GO:0051287			TIGR01832	kduD: 2-deoxy-D-gluconate 3-dehydrogenase				K00065
k141_2143_22280_23167_-	PF00528	Binding-protein-dependent transport system inner membrane component			IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020;GO:0055085								K17320
k141_2143_23209_24156_-	PF00528	Binding-protein-dependent transport system inner membrane component			IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020;GO:0055085								K17319
k141_2143_24266_26005_-	PF13416	Bacterial extracellular solute-binding protein			IPR006059	Bacterial extracellular solute-binding protein	-								K17318
k141_2143_26453_27889_+	PF04616	Glycosyl hydrolases family 43			IPR006710	Glycoside hydrolase, family 43	GO:0004553;GO:0005975							GH43_16;GH43_29;GH43_2;GH43_32;GH43_35;GH43_3;GH43	K15921
k141_2143_27939_29031_-	PF13377	Periplasmic binding protein-like domain			IPR046335	Transcriptional regulator LacI/GalR-like, sensor domain	-								
k141_2143_29225_30847_+	PF00135	Carboxylesterase family			IPR002018	Carboxylesterase, type B	-								K03929
k141_2143_304_1844_+	PF00877;PF12913	NlpC/P60 family;SH3 domain (SH3b1 type)			IPR000064;IPR039439	Endopeptidase, NLPC/P60 domain;SH3b1 domain	-								
k141_2143_31076_31955_-	PF12833	Helix-turn-helix domain			IPR018060	DNA binding HTH domain, AraC-type	GO:0003700;GO:0006355;GO:0043565								
k141_2143_32207_33355_+	PF07470	Glycosyl Hydrolase Family 88			IPR010905	Glycosyl hydrolase, family 88	-							GH105	K15532
k141_2143_33450_35486_+	PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle			IPR000914	Solute-binding protein family 5 domain	-								K02035
k141_2143_3454_4127_-	PF04471	Restriction endonuclease			IPR007560	Restriction endonuclease type IV,  Mrr	GO:0003677;GO:0004519;GO:0009307								
k141_2143_35600_37718_+	PF00528;PF12911;PF19300	Binding-protein-dependent transport system inner membrane component;N-terminal TM domain of oligopeptide transport permease C;Binding-prot-dependent transport system membrane comp, N-term			IPR000515;IPR025966;IPR045621	ABC transporter type 1, transmembrane domain MetI-like;Oligopeptide transport permease C-like, N-terminal domain;ABC transporter type 1, GsiC-like, N-terminal domain	GO:0016020;GO:0055085;-								K02033;K02034
k141_2143_37735_40286_+	PF00005;PF08352;PF13419	ABC transporter;Oligopeptide/dipeptide transporter, C-terminal region;Haloacid dehalogenase-like hydrolase			IPR003439;IPR013563;IPR041492	ABC transporter-like, ATP-binding domain;Oligopeptide/dipeptide ABC transporter, C-terminal;Haloacid dehalogenase-like hydrolase	GO:0005524;GO:0000166;GO:0015833;-			TIGR01727	oligo_HPY: oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain				K02031;K10823;K02032
k141_2143_40535_40730_+															
k141_2143_4162_4935_+	PF00005	ABC transporter			IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524								K02003
k141_2143_4958_7384_+	PF07705	CARDB			IPR011635	CARDB domain	-								
k141_21436_1131_1204_+															
k141_21436_341_1034_-															
k141_2143_7395_8747_+	PF02687;PF12704	FtsX-like permease family;MacB-like periplasmic core domain			IPR003838;IPR025857	ABC3 transporter permease protein domain;MacB-like periplasmic core domain	GO:0016020;-								K16918;K02004
k141_2143_87_215_+															
k141_2143_8897_11719_-	PF17755;PF17760	UvrA DNA-binding domain;UvrA interaction domain			IPR004602;IPR041552;IPR041102	UvrABC system subunit A;UvrA DNA-binding domain;UvrA, interaction domain	GO:0003677;GO:0006289;GO:0009380;GO:0016887;-			TIGR00630	uvra: excinuclease ABC subunit A	MF_00205	UvrABC system protein A [uvrA].		K03701
k141_21445_1_1898_+	PF18960	Family of unknown function (DUF5702)			IPR043756	Protein of unknown function DUF5702	-								
k141_2145_195_2085_-	PF00072;PF00486;PF00512;PF02518	Response regulator receiver domain;Transcriptional regulatory protein, C terminal;His Kinase A (phospho-acceptor) domain;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase			IPR001789;IPR001867;IPR003661;IPR003594	Signal transduction response regulator, receiver domain;OmpR/PhoB-type DNA-binding domain;Signal transduction histidine kinase, dimerisation/phosphoacceptor domain;Histidine kinase/HSP90-like ATPase	GO:0000160;GO:0003677;GO:0006355;GO:0000155;GO:0007165;-								K14982
k141_2145_2337_2582_+															
k141_21491_1_1458_-	PF02305;PF02306	Capsid protein (F protein);Major spike protein (G protein)			IPR003514;IPR003515	Microviridae F protein;Major spike protein G	GO:0005198;GO:0019048								
k141_21491_1495_4914_-	PF02304;PF02925;PF04687;PF04726;PF05840;PF12025;PF12283	Scaffold protein B;Bacteriophage scaffolding protein D;Microvirus H protein (pilot protein);Microvirus J protein;Bacteriophage replication gene A protein (GPA);Phage protein C;Bacteriophage protein K			IPR003513;IPR004196;IPR006777;IPR006815;IPR008766;IPR016407;IPR020962	Scaffold protein B;Scaffold protein D;Minor spike protein;Microvirus J protein-like;Replication gene A protein;C-protein;Bacteriophage phiX174, GpK	GO:0019069;GO:0046797;GO:0046718;GO:0003677;GO:0006260;GO:0019073;-								
k141_21491_4923_5527_-	PF02306	Major spike protein (G protein)			IPR003515	Major spike protein G	GO:0019048								
k141_2150_1_3071_-	PF00580;PF12705;PF13361;PF13646	UvrD/REP helicase N-terminal domain;PD-(D/E)XK nuclease superfamily;UvrD-like helicase C-terminal domain;HEAT repeats			IPR014016;IPR038726;IPR014017;-	UvrD-like helicase, ATP-binding domain;PD-(D/E)XK endonuclease-like domain, AddAB-type;UvrD-like DNA helicase, C-terminal;-	GO:0005524;-;GO:0016787								K03657
k141_2150_3319_4105_+	PF20208	Family of unknown function (DUF6569)			IPR046699	Domain of unknown function DUF6569	-								
k141_2161_10343_10693_-	PF07883	Cupin domain			IPR013096	Cupin 2, conserved barrel	-								
k141_2161_10793_11833_-	PF14583	Oligogalacturonate lyase			IPR027946	Oligogalacturonate lyase domain	GO:0045490;GO:0047487								K01730
k141_2161_11849_13051_-	PF07690	Major Facilitator Superfamily			IPR011701	Major facilitator superfamily	GO:0022857;GO:0055085								
k141_2161_13212_14951_-	PF00395;PF00704	S-layer homology domain;Glycosyl hydrolases family 18			IPR001119;IPR001223	S-layer homology domain;Glycoside hydrolase family 18, catalytic domain	-;GO:0005975							GH18	
k141_2161_1_479_+	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain			IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0007165;GO:0016020								K03406
k141_2161_15005_16060_-	PF01008	Initiation factor 2 subunit family			IPR005251;IPR000649;IPR011559	Methylthioribose-1-phosphate isomerase;Initiation factor 2B-related;Initiation factor 2B alpha/beta/delta	-;GO:0044237;GO:0044249			TIGR00512;TIGR00524	salvage_mtnA: S-methyl-5-thioribose-1-phosphate isomerase;eIF-2B_rel: eIF-2B alpha/beta/delta-related uncharacterized proteins	MF_01678	Putative methylthioribose-1-phosphate isomerase [mtnA].		K08963
k141_2161_16235_16897_-	PF02915	Rubrerythrin			IPR003251	Rubrerythrin, diiron-binding domain	GO:0016491;GO:0046872								
k141_2161_17073_18036_-															
k141_2161_18058_18753_-															
k141_2161_18995_19394_-	PF07883	Cupin domain			IPR013096	Cupin 2, conserved barrel	-								
k141_2161_2586_2735_-															
k141_2161_2808_3227_-															
k141_2161_3302_5348_+	PF00587;PF03129;PF07973	tRNA synthetase class II core domain (G, H, P, S and T);Anticodon binding domain;Threonyl and Alanyl tRNA synthetase second additional domain			IPR002320;IPR002314;IPR004154;IPR012947	Threonine-tRNA ligase, class IIa;Aminoacyl-tRNA synthetase, class II (G/ P/ S/T);Anticodon-binding;Threonyl/alanyl tRNA synthetase, SAD	GO:0004829;GO:0005524;GO:0005737;GO:0006435;GO:0000166;GO:0004812;GO:0006418;-;GO:0043039			TIGR00418	thrS: threonine--tRNA ligase	MF_00184	Threonine--tRNA ligase [thrS].		K01868
k141_2161_5387_6312_+	PF11155	Domain of unknown function (DUF2935)			IPR021328	Protein of unknown function DUF2935	-								
k141_2161_558_2552_-	PF09334	tRNA synthetases class I (M)			IPR015413	Methionyl/Leucyl tRNA synthetase	GO:0000166;GO:0004812;GO:0005524;GO:0006418								K01874
k141_2161_6333_8859_-	PF00005;PF06182	ABC transporter;ABC-2 family transporter protein			IPR003439;IPR010390	ABC transporter-like, ATP-binding domain;ABC-2 transporter-like	GO:0005524;-								K01990
k141_2161_8937_10273_+	PF00144	Beta-lactamase			IPR001466	Beta-lactamase-related	-								
k141_2167_1_1275_-	PF13579;PF13692	Glycosyl transferase 4-like domain;Glycosyl transferases group 1			IPR028098;-	Glycosyltransferase subfamily 4-like, N-terminal domain;-	-								K03208
k141_2167_1544_1956_+	PF02706	Chain length determinant protein			IPR003856	Polysaccharide chain length determinant N-terminal domain	GO:0009103;GO:0016020								
k141_2176_1_627_-	PF20208	Family of unknown function (DUF6569)			IPR046699	Domain of unknown function DUF6569	-								
k141_2176_5184_5591_+															
k141_2176_5597_5933_-	PF20208	Family of unknown function (DUF6569)			IPR046699	Domain of unknown function DUF6569	-								
k141_2176_776_5132_+	PF13229	Right handed beta helix region			IPR039448;IPR022441	Right handed beta helix domain;Parallel beta-helix repeat-2	-			TIGR03804	para_beta_helix: parallel beta-helix repeat				
k141_2183_1_791_-	PF00984;PF03721	UDP-glucose/GDP-mannose dehydrogenase family, central domain;UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain			IPR014026;IPR001732;IPR017476	UDP-glucose/GDP-mannose dehydrogenase, dimerisation;UDP-glucose/GDP-mannose dehydrogenase, N-terminal;UDP-glucose/GDP-mannose dehydrogenase	GO:0016616;GO:0051287			TIGR03026	NDP-sugDHase: nucleotide sugar dehydrogenase				
k141_2183_797_1156_-	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family			IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase	-								
k141_2184_1_1842_-	PF01113;PF01261;PF02800	Dihydrodipicolinate reductase, N-terminus;Xylose isomerase-like TIM barrel;Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain			IPR006436;IPR000846;IPR013022;IPR020829	Glyceraldehyde-3-phosphate dehydrogenase, type II;Dihydrodipicolinate reductase, N-terminal;Xylose isomerase-like, TIM barrel domain;Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain	GO:0005737;GO:0006096;GO:0016620;GO:0050661;GO:0051287;GO:0008839;GO:0009089;-			TIGR01546	GAPDH-II_archae: glyceraldehyde-3-phosphate dehydrogenase, type II	MF_00559	Glyceraldehyde-3-phosphate dehydrogenase [gap].		K00150;K01151
k141_2187_1_373_+	PF01381	Helix-turn-helix			IPR001387	Cro/C1-type helix-turn-helix domain	-								
k141_2187_2366_2581_+	PF07872	Protein of unknown function (DUF1659)			IPR012454	Protein of unknown function DUF1659	-								
k141_2187_3080_3262_+	PF11148	Protein of unknown function (DUF2922)			IPR021321	Protein of unknown function DUF2922	-								
k141_2187_3497_3637_+	PF12841	YvrJ protein family			IPR024419	Protein of unknown function YvrJ	-								
k141_2187_3750_4374_+	PF05838;PF09374	Glycosyl hydrolase 108;Predicted Peptidoglycan domain			IPR008565;IPR018537	TtsA-like, Glycoside hydrolase family 108 domain;Peptidoglycan binding domain	-							GH108	
k141_2187_4409_5302_-	PF01934;PF18765	Ribonuclease HepT-like;Polymerase beta, Nucleotidyltransferase			IPR008201;IPR041633	Ribonuclease HepT-like;Polymerase beta, nucleotidyltransferase	GO:0004540;GO:0110001;-								K07076
k141_2187_456_2038_+	PF13730	Helix-turn-helix domain			-	-									
k141_2187_5363_5638_-	PF14261	Domain of unknown function (DUF4351)			IPR025587	Domain of unknown function DUF4351	-								
k141_2187_5764_6250_-															
k141_2187_6289_7145_-	PF01381;PF05973	Helix-turn-helix;Phage derived protein Gp49-like (DUF891)			IPR001387;IPR009241	Cro/C1-type helix-turn-helix domain;Toxin HigB-like	-								
k141_2187_7329_8809_-	PF14261	Domain of unknown function (DUF4351)			IPR025587	Domain of unknown function DUF4351	-								K06921
k141_219_1_1617_+	PF15632	ATP-grasp in the biosynthetic pathway with Ter operon			-	-									
k141_219_1941_2575_+	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family			IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase	-								
k141_2210_1_1314_+															
k141_2214_12_1753_-	PF00984;PF03720;PF03721;PF16363	UDP-glucose/GDP-mannose dehydrogenase family, central domain;UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain;UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain;GDP-mannose 4,6 dehydratase			IPR014026;IPR014027;IPR001732;IPR016040;IPR017476	UDP-glucose/GDP-mannose dehydrogenase, dimerisation;UDP-glucose/GDP-mannose dehydrogenase, C-terminal;UDP-glucose/GDP-mannose dehydrogenase, N-terminal;NAD(P)-binding domain;UDP-glucose/GDP-mannose dehydrogenase	GO:0016616;GO:0051287;-			TIGR03026	NDP-sugDHase: nucleotide sugar dehydrogenase				K00012
